FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee,zone
tcl_sytral.tclarret.10045,10045,Ruffinières,57:A,true,false,false,24639,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.970911034468001 45.76641207725402),11 RUE PRAINET,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.10046,10046,Ruffinières,57:R,true,false,false,24640,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.970591385417 45.76739446645892),4 RUE PRAINET,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.10047,10047,Décines Verdun,57:A,true,false,false,24641,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.970403950929001 45.76515103383517),5 RUE DE VERDUN,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.10139,10139,Mairie du 1er,"C13:R,C18:R,S6:R",true,false,false,24660,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.830333033415999 45.76963603346868),10 RUE DU JARDIN DES PLANTES,,Lyon 1er Arrondissement,69381,1
tcl_sytral.tclarret.10140,10140,Mairie du 1er,"C13:A,C18:A,PL2:A,S6:A",true,false,false,24661,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.830050589779999 45.769675879640666),5 RUE DU JARDIN DES PLANTES,,Lyon 1er Arrondissement,69381,1
tcl_sytral.tclarret.1018,1018,Genas Place République,"C200:A,JD120:A,JD130:R,JD25:A,JD294:R,JD941:A,JD943:A",true,false,false,24680,2025-10-17T05:05:48.031,2025-10-17T05:05:48.031,POINT (4.996674976257 45.732522008563656),10 RUE DE LA REPUBLIQUE,,Genas,69277,2
tcl_sytral.tclarret.10188,10188,Mermoz - Pinel,"26:A,79:A",true,false,false,24682,2025-10-17T05:05:48.032,2025-10-17T05:05:48.032,POINT (4.887488950077 45.73021502942489),221 BOULEVARD PINEL,,Bron,69029,1
tcl_sytral.tclarret.10199,10199,Hénon,33:R,true,false,false,24689,2025-10-17T05:05:48.032,2025-10-17T05:05:48.032,POINT (4.828224875294 45.77849260768971),91 RUE DENFERT ROCHEREAU,,Lyon 4e Arrondissement,69384,1
tcl_sytral.tclarret.10200,10200,Résidence E.Charret,33:A,true,false,false,24690,2025-10-17T05:05:48.032,2025-10-17T05:05:48.032,POINT (4.829249940214 45.78182003783632),77 RUE DE CUIRE,,Lyon 4e Arrondissement,69384,1
tcl_sytral.tclarret.10201,10201,Résidence E.Charret,33:R,true,false,false,24691,2025-10-17T05:05:48.032,2025-10-17T05:05:48.032,POINT (4.829183015677 45.781510079735355),75 RUE DE CUIRE,,Lyon 4e Arrondissement,69384,1
tcl_sytral.tclarret.50120,50120,Les Biesses,95:A,false,false,false,29171,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (5.037512945782 45.79307105692505),20 RUE NATIONALE,,Jonage,69279,2
tcl_sytral.tclarret.11504,11504,Sans Souci,69:R,true,false,false,25106,2025-10-17T05:05:48.063,2025-10-17T05:05:48.063,POINT (4.863543023622 45.74838705721598),12 RUE SAINT THEODORE,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.42663,42663,Salengro-Genas,"24:A,25:A,52:R,JD130:R",true,false,false,27438,2025-10-17T05:05:48.242,2025-10-17T05:05:48.242,POINT (4.926588943351 45.746086061441225),378 ROUTE DE GENAS,,Bron,69029,1
tcl_sytral.tclarret.42664,42664,Salengro-Genas,"24:R,25:R,52:A,JD130:A",true,false,false,27439,2025-10-17T05:05:48.242,2025-10-17T05:05:48.242,POINT (4.926559960400999 45.74617503554722),371 ROUTE DE GENAS,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.42665,42665,Saxe - Gambetta,C11:R,true,false,false,27440,2025-10-17T05:05:48.242,2025-10-17T05:05:48.242,POINT (4.847823542830999 45.753284554255444),2 RUE JEAN MARIE CHAVANT,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.42677,42677,INSA - Einstein,"37:A,BRT1:A,C17:A,C26:A,PL1:A",true,false,false,27441,2025-10-17T05:05:48.243,2025-10-17T05:05:48.243,POINT (4.87791687359 45.78233903495226),20 AVENUE ALBERT EINSTEIN,,Villeurbanne,69266,1
tcl_sytral.tclarret.42701,42701,Château de Bois Dieu,"JD184:A,JD184:R,JD521:R,JD521:A,JD613:R,JD613:A,JD77:A,JD77:R,JD840:R,JD840:A",false,false,false,19480,2025-10-17T05:05:48.243,2025-10-17T05:05:48.243,POINT (4.744253413092999 45.84439292298802),0 ALLEE DU CHATEAU,,Lissieu,69117,2
tcl_sytral.tclarret.42704,42704,Les Vergnes,"JD184:A,JD184:R,JD521:R,JD521:A,JD613:R,JD613:A,JD77:A,JD77:R,JD840:R,JD840:A",false,false,false,19481,2025-10-17T05:05:48.243,2025-10-17T05:05:48.243,POINT (4.742609320707 45.83949555912963),10 ALLEE DE LA COMBE,,Lissieu,69117,2
tcl_sytral.tclarret.42708,42708,Pasteur - 11 Novembre,"62:A,JD133:R",true,false,false,27446,2025-10-17T05:05:48.243,2025-10-17T05:05:48.243,POINT (4.926793823336001 45.70098263930387),11 BOULEVARD PASTEUR,,Saint-Priest,69290,1
tcl_sytral.tclarret.10051,10051,Chassieu Le Haut,76:R,true,false,false,24642,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.972211319217001 45.74617532945521),6 CHEMIN DE LA PLACE,,Chassieu,69271,1
tcl_sytral.tclarret.10052,10052,Chassieu Le Haut,76:A,true,false,false,24643,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.973392004423999 45.74623707757922),13 CHEMIN DE DECINES,,Chassieu,69271,1
tcl_sytral.tclarret.10068,10068,Saxe - Gambetta,"BRMB:R,C12:A,C14:R,C5:R,JD980:A,PL3:R",true,false,false,24644,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.846712578621999 45.753453419670436),4 AVENUE JEAN JAURES,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.50181,50181,Les Biesses,"95:R,JD123:A,JD123:R,JD946:A,JD946:R",false,false,false,29172,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (5.036655972462 45.7927450785401),21 RUE NATIONALE,,Jonage,69279,2
tcl_sytral.tclarret.10075,10075,Combe au Loup,"67:A,JD135:R,JD136:R",true,false,false,24645,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.986475941422 45.77476905818811),14 AVENUE DE VERDUN,,Meyzieu,69282,1
tcl_sytral.tclarret.10076,10076,Combe au Loup,"67:R,JD136:A",true,false,false,24646,2025-10-17T05:05:48.028,2025-10-17T05:05:48.028,POINT (4.986199981652 45.77474181238612),14 AVENUE DE VERDUN,,Meyzieu,69282,1
tcl_sytral.tclarret.10081,10081,St-Irenée - Cx Blanche,"49:A,C20:A,C20E:A,JD982:R",true,false,false,24648,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.807751116429 45.755145866800255),32 RUE COMMANDANT CHARCOT,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.10082,10082,St-Irenée - Cx Blanche,"49:R,C20:R,C20E:R,JD982:A",true,false,false,24649,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.807996398254001 45.75516747121127),28 RUE COMMANDANT CHARCOT,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.10084,10084,Porte des Alpes,52:A,true,false,false,24650,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.923879026047 45.72017002283094),11 BOULEVARD ANDRE BOULLOCHE,,Saint-Priest,69290,1
tcl_sytral.tclarret.1120,1120,Saxe - Préfecture,"BRMB:R,C14:R,C5:R,PL3:R",true,false,false,25006,2025-10-17T05:05:48.056,2025-10-17T05:05:48.056,POINT (4.845839345572 45.75911674251384),100 AVENUE MARECHAL DE SAXE,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.11209,11209,Pierre Gay,76:R,true,false,false,25007,2025-10-17T05:05:48.056,2025-10-17T05:05:48.056,POINT (4.973340031521 45.76022000230271),12 RUE PIERRE GAY,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.1121,1121,Saxe - Préfecture,"BRMB:A,C14:A,C5:A,PL3:A",true,false,false,25008,2025-10-17T05:05:48.056,2025-10-17T05:05:48.056,POINT (4.845818721298001 45.75979229966975),101 AVENUE MARECHAL DE SAXE,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.11210,11210,Pierre Gay,76:A,true,false,false,25009,2025-10-17T05:05:48.056,2025-10-17T05:05:48.056,POINT (4.973409831754999 45.76072102149665),12 RUE PIERRE GAY,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.50188,50188,La Buissière Viralamande,"59:R,C5:R,JD62:A",false,false,false,29173,2025-10-17T05:05:48.436,2025-10-17T05:05:48.436,POINT (4.880254944707 45.802604003317974),373 ROUTE DE STRASBOURG,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.50184,50184,Sept Chemins,"52:R,52:A",false,false,false,29174,2025-10-17T05:05:48.437,2025-10-17T05:05:48.437,POINT (4.933222062791 45.744942999969346),6 RUE ELISEE RECLUS,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.48114,48114,Vourles La Plaine,17:A,false,false,false,29210,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.761539974649 45.65721806858008),10 CHEMIN De la Plaine,,Vourles,69268,2
tcl_sytral.tclarret.48115,48115,Vourles La Plaine,17:R,false,false,false,29211,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.762320988110999 45.657375063717076),10 CHEMIN DE LA PLAINE,,Vourles,69268,2
tcl_sytral.tclarret.48339,48339,Vourles ZA Les Plattes,"17:R,17:A",false,false,false,29212,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.758204021472001 45.6549300005663),18 CHEMIN DE LA PLAINE,,Vourles,69268,2
tcl_sytral.tclarret.50150,50150,Chassieu ZAC du Chêne,68:R,false,false,false,29213,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.935690983827 45.739315040894944),0 BOULEVARD CHARLES DE GAULLE,,Chassieu,69271,1
tcl_sytral.tclarret.50151,50151,Chassieu ZAC du Chêne,68:A,false,false,false,29214,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.935851026722 45.73951900131993),0 BOULEVARD CHARLES DE GAULLE,,Chassieu,69271,1
tcl_sytral.tclarret.43022,43022,Porte des Alpes,"52:R,93:R,C17:R",true,false,false,27471,2025-10-17T05:05:48.245,2025-10-17T05:05:48.245,POINT (4.923754470357001 45.72023500554792),11 BOULEVARD ANDRE BOULLOCHE,,Saint-Priest,69290,1
tcl_sytral.tclarret.43024,43024,André Boulloche,93:R,true,false,false,27472,2025-10-17T05:05:48.245,2025-10-17T05:05:48.245,POINT (4.930523461798 45.719070540849046),1 BOULEVARD ANDRE BOULLOCHE,,Saint-Priest,69290,1
tcl_sytral.tclarret.43025,43025,3ème Millénaire,93:A,true,false,false,27473,2025-10-17T05:05:48.245,2025-10-17T05:05:48.245,POINT (4.928370963990999 45.71656204921129),160 COURS DU TROISIEME MILLENAIRE,,Saint-Priest,69290,1
tcl_sytral.tclarret.43026,43026,3ème Millénaire,93:R,true,false,false,27474,2025-10-17T05:05:48.245,2025-10-17T05:05:48.245,POINT (4.928575613919 45.71673015072228),160 COURS DU TROISIEME MILLENAIRE,,Saint-Priest,69290,1
tcl_sytral.tclarret.43027,43027,Jacques Monod,93:A,true,false,false,27475,2025-10-17T05:05:48.245,2025-10-17T05:05:48.245,POINT (4.931666040482999 45.71392700920258),452 COURS DU TROISIEME MILLENAIRE,,Saint-Priest,69290,1
tcl_sytral.tclarret.10089,10089,Mions Jules Vallès,"62:A,JD195:R",false,false,false,24651,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.949630951916 45.65406804539238),8 RUE JULES VALLES,,Mions,69283,1
tcl_sytral.tclarret.10092,10092,Place de la Paix,C17:R,true,false,false,24652,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.914705957833 45.75121044676168),56 RUE SEVERINE,,Villeurbanne,69266,1
tcl_sytral.tclarret.101,101,Genas - Jean Mermoz,"128:R,JD25:R,JD251:A",false,false,false,24653,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (5.022484112993001 45.74196797325766),21 RUE LAMARTINE,,Genas,69277,2
tcl_sytral.tclarret.10119,10119,La Vallonnière,"14:R,19:A,3:A,45:A,72:A,86:A,98:A,C21:R",true,false,false,24654,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.801702398782999 45.76536009730414),0 RUE PROFESSEUR GUERIN,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.1012,1012,Gare de Vaise-G.Collomb,C14:A,true,false,false,24655,2025-10-17T05:05:48.029,2025-10-17T05:05:48.029,POINT (4.805089502291999 45.78122673163839),12 RUE DU 24 MARS 1852,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.11292,11292,Mermoz - Pinel,"131:A,C15:A",true,false,false,25038,2025-10-17T05:05:48.058,2025-10-17T05:05:48.058,POINT (4.886216056995 45.73087702505982),156 AVENUE JEAN MERMOZ,,Lyon 8e Arrondissement,69388,1
tcl_sytral.tclarret.11305,11305,Surville Route de Vienne,C12:R,true,false,false,25039,2025-10-17T05:05:48.058,2025-10-17T05:05:48.058,POINT (4.854631942701 45.71830608180613),365 ROUTE DE VIENNE,,Vénissieux,69259,1
tcl_sytral.tclarret.11375,11375,Albert Ferrus,"87:R,JD3:A",true,false,false,25064,2025-10-17T05:05:48.06,2025-10-17T05:05:48.06,POINT (4.942421663325 45.66447044972841),23 RUE ALBERT FERRUS,,Mions,69283,1
tcl_sytral.tclarret.1138,1138,Harmonie Campus Pro,C16:R,true,false,false,25065,2025-10-17T05:05:48.06,2025-10-17T05:05:48.06,POINT (4.875270011113 45.747340063329084),49 RUE FEUILLAT,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.11389,11389,Tissot,"2:A,31:A,C14:A,C6:A,JD973:R,PL3:A",true,false,false,25066,2025-10-17T05:05:48.06,2025-10-17T05:05:48.06,POINT (4.804055609916 45.776820879540885),26 RUE DE BOURGOGNE,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.117,117,Baraillon,"5:R,72:R,98:R,JD678:A",true,false,false,25124,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.759940291962999 45.76411786094728),63 AVENUE DU 11 NOVEMBRE 1918,,Tassin-la-Demi-Lune,69244,1
tcl_sytral.tclarret.11713,11713,Boutasse - C. Rousset,"C17:R,JD971:R",true,false,false,25125,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.903881906424999 45.73445471361845),3 RUE DU PROGRES,,Bron,69029,1
tcl_sytral.tclarret.11715,11715,Avenue des Avoraux,"82:R,84:R,JD185:A,JD244:A,JD244:R,R2:R",false,false,false,25126,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.829316955653 45.87519201553422),162 ROUTE DES MONTS D OR,,Curis-au-Mont-d'Or,69071,1
tcl_sytral.tclarret.11717,11717,Francheville Doulline,"C20:A,C20E:A,JD211:R",true,false,false,25127,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.761640697354 45.737636303154126),24 RUE DE L EGLISE,,Francheville,69089,1
tcl_sytral.tclarret.11729,11729,Décines Esplanade,"57:A,JD121:A,JD135:R,JD294:R,JD295:R,JD971:R",true,false,false,25131,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.974129986902001 45.77254305849636),368 AVENUE JEAN JAURES,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.11744,11744,23 Août 1944,"JD133:A,T36:R",false,false,false,25133,2025-10-17T05:05:48.065,2025-10-17T05:05:48.065,POINT (4.951454043228 45.66603204652726),88 RUE DU 23 AOUT 1944,,Mions,69283,1
tcl_sytral.tclarret.50157,50157,Chassieu Collège,"68:A,JD940:A",false,false,false,29220,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.979281986617 45.74124300977174),0 BOULEVARD DU RAQUIN,,Chassieu,69271,1
tcl_sytral.tclarret.50158,50158,Chassieu Collège,"68:R,JD940:R",false,false,false,29221,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.979244989245001 45.74127304659674),0 BOULEVARD DU RAQUIN,,Chassieu,69271,1
tcl_sytral.tclarret.50194,50194,Pavillon Médical,88:A,false,false,false,29222,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.809814964856 45.700950001876876),165 CHEMIN DU GRAND REVOYET,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.50195,50195,Pavillon 2C,88:A,false,false,false,29223,2025-10-17T05:05:48.441,2025-10-17T05:05:48.441,POINT (4.808637952726999 45.69994100604198),165 CHEMIN DU GRAND REVOYET,,Oullins-Pierre-Bénite,69149,1
tcl_sytral.tclarret.50232,50232,Rouettes,21:R,false,false,false,29228,2025-10-17T05:05:48.442,2025-10-17T05:05:48.442,POINT (4.794318961613 45.88256702431928),0 ROUTE DE CHASSELAY,,Saint-Germain-au-Mont-d'Or,69207,2
tcl_sytral.tclarret.21195,21195,Chambost-A. Les Terrasses,JD360:R,false,,,19979,2025-10-17T05:05:47.755,2025-10-17T05:05:47.755,POINT (4.50171 46.01828904086363),,,,,4
tcl_sytral.tclarret.43305,43305,Triangle de Bron,52:A,true,false,false,27510,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.927032054893001 45.726971024008236),0 BOULEVARD DE L UNIVERSITE,,Bron,69029,1
tcl_sytral.tclarret.43307,43307,La Borelle,"79:R,79:A",true,false,false,27511,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.880403239919 45.71205387293376),150 RUE LOUIS JOUVET,,Vénissieux,69259,1
tcl_sytral.tclarret.43309,43309,ENTPE Ecole Architecture,57:A,true,false,false,27512,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.922483046105 45.77942307893559),3 RUE MAURICE AUDIN,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.43310,43310,ENTPE Ecole Architecture,"57:R,PL4:A",true,false,false,27513,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.922402948547999 45.77939404754658),3 RUE MAURICE AUDIN,,Vaulx-en-Velin,69256,1
tcl_sytral.tclarret.43313,43313,Verdun - Paul Cézanne,57:A,false,false,false,27514,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.967733019485999 45.764644021601214),22 RUE DE VERDUN,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.43343,43343,Bel Air - Aubépines,C22E:A,true,false,false,27515,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.756301941929 45.74560502529728),24 AVENUE DE LA TABLE DE PIERRE,,Francheville,69089,1
tcl_sytral.tclarret.43355,43355,Collège Ch. Bernardin,"C20:R,C20E:R,JD211:A,JD212:A,JD975:A",true,false,false,27516,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.77587602559 45.74108907865075),7 RUE GRANDE RUE,,Francheville,69089,1
tcl_sytral.tclarret.43356,43356,Génovéfains,"55:A,C20:A,C21:A",true,false,false,27517,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.816179067257001 45.753556045232436),130 CHEMIN DE CHOULANS,,Lyon 5e Arrondissement,69385,1
tcl_sytral.tclarret.10144,10144,Bron Jean Jaurès,"24:R,79:R",true,false,false,24662,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.905870669179001 45.72997147603693),65 RUE JEAN JAURES,,Bron,69029,1
tcl_sytral.tclarret.10145,10145,Bron Salengro,"24:A,79:A",true,false,false,24663,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.908436058488 45.73024999606689),27 RUE ROGER SALENGRO,,Bron,69029,1
tcl_sytral.tclarret.10146,10146,Bron Salengro,"24:R,79:R",true,false,false,24664,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.908449984725 45.73076807203284),28 RUE ROGER SALENGRO,,Bron,69029,1
tcl_sytral.tclarret.43374,43374,R.N.6 - Ambroise Paré,C201:R,true,false,false,27518,2025-10-17T05:05:48.248,2025-10-17T05:05:48.248,POINT (4.978060985776 45.71015401013195),135 ROUTE DE GRENOBLE,,Saint-Priest,69290,1
tcl_sytral.tclarret.43394,43394,Centre Commercial Genay,43:A,true,false,false,27519,2025-10-17T05:05:48.249,2025-10-17T05:05:48.249,POINT (4.822434033977 45.89204500123307),0 RUE AMPERE,,Genay,69278,2
tcl_sytral.tclarret.10147,10147,Bron Hôtel de Ville,"24:A,79:A",true,false,false,24665,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.908901065806001 45.7340337326635),6 RUE DE VERDUN,,Bron,69029,1
tcl_sytral.tclarret.10148,10148,Bron Hôtel de Ville,"24:R,79:R",true,false,false,24666,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.908407948273001 45.733194034143594),1 RUE ROGER SALENGRO,,Bron,69029,1
tcl_sytral.tclarret.1015,1015,Garibaldi - Gambetta,"C11:R,C25:R,JD980:A,PL1:A",true,false,false,24667,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.853310110918 45.751793496438616),77 COURS GAMBETTA,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.10150,10150,Bron Jules Mas,"24:R,79:R,C17:A,JD971:A",true,false,false,24668,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.910338673258 45.73563904355833),49 AVENUE CAMILLE ROUSSET,,Bron,69029,1
tcl_sytral.tclarret.10155,10155,Bron Léo Lagrange,79:A,true,false,false,24669,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.929007930947999 45.74064629012379),47 AVENUE DU PRESIDENT SALVADOR ALLENDE,,Bron,69029,1
tcl_sytral.tclarret.10156,10156,Bron Léo Lagrange,79:R,true,false,false,24670,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.928579205558999 45.74027812596384),44 AVENUE DU PRESIDENT SALVADOR ALLENDE,,Bron,69029,1
tcl_sytral.tclarret.10158,10158,Bron Libération,C17:A,true,false,false,24671,2025-10-17T05:05:48.03,2025-10-17T05:05:48.03,POINT (4.901398090222999 45.73025381783089),5 AVENUE EDOUARD HERRIOT,,Bron,69029,1
tcl_sytral.tclarret.11503,11503,St Philippe,69:R,true,false,false,25105,2025-10-17T05:05:48.063,2025-10-17T05:05:48.063,POINT (4.865119012015999 45.7510690749467),17 RUE DU DAUPHINE,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.21220,21220,Châtillon-d'Azergues Le Bourg,JD423:A,false,,,20003,2025-10-17T05:05:47.757,2025-10-17T05:05:47.757,POINT (4.644455000000001 45.87718904088296),,,,,3
tcl_sytral.tclarret.21228,21228,Cours-La-Ville Gendarmerie,JD397:A,false,,,20011,2025-10-17T05:05:47.757,2025-10-17T05:05:47.757,POINT (4.326413 46.10673904084997),,,,,5
tcl_sytral.tclarret.21229,21229,Cours-La-Ville Gendarmerie,JD397:R,false,,,20012,2025-10-17T05:05:47.757,2025-10-17T05:05:47.757,POINT (4.326664 46.106574040850006),,,,,5
tcl_sytral.tclarret.21231,21231,Cours-La-Ville Hôpital,JD354:A,false,,,20013,2025-10-17T05:05:47.757,2025-10-17T05:05:47.757,POINT (4.318436000000001 46.098378040851316),,,,,5
tcl_sytral.tclarret.21232,21232,Cours-La-Ville Le Moulin,JD375:A,false,,,20014,2025-10-17T05:05:47.758,2025-10-17T05:05:47.758,POINT (4.338446000000001 46.11395804084879),,,,,5
tcl_sytral.tclarret.21233,21233,Cours-La-Ville Le Moulin,JD375:R,false,,,20015,2025-10-17T05:05:47.758,2025-10-17T05:05:47.758,POINT (4.338637 46.11406304084879),,,,,5
tcl_sytral.tclarret.21234,21234,Cours-La-Ville Parking Winslow,"240:A,240:R,JD354:A,JD378:R",false,,,20016,2025-10-17T05:05:47.758,2025-10-17T05:05:47.758,POINT (4.322591 46.09901104085121),,,,,5
tcl_sytral.tclarret.21235,21235,C.-La-Ville Route Chauffailles,"237:A,JD397:R,JD398:A",false,,,20017,2025-10-17T05:05:47.758,2025-10-17T05:05:47.758,POINT (4.328962999999999 46.10607104085008),,,,,5
tcl_sytral.tclarret.435,435,Charpennes Charles Hernu,"70:R,C2:R",true,false,false,27536,2025-10-17T05:05:48.25,2025-10-17T05:05:48.25,POINT (4.861661887268001 45.77071580795555),136 AVENUE THIERS,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.43514,43514,Vaulx Lakanal,"37:A,57:A,7:A,C8:R",true,false,false,27537,2025-10-17T05:05:48.25,2025-10-17T05:05:48.25,POINT (4.920425972791 45.786788081800765),20 RUE DE LA REPUBLIQUE,,Vaulx-en-Velin,69256,1
