FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee,zone
tcl_sytral.tclarret.46415,46415,Rue Neuve,"C201:A,JD253:R,JD963:A,JD964:A,JD965:A",false,false,false,28039,2025-10-17T05:05:48.288,2025-10-17T05:05:48.288,POINT (5.023621984041 45.69485907273948),90 ROUTE NATIONALE 6,,Saint-Bonnet-de-Mure,69287,2
tcl_sytral.tclarret.15114,15114,Limas Charles de Gaulle,"JD456:A,JD456:R",,,,24182,2025-10-17T05:05:48.406,2025-10-17T05:05:48.406,POINT (4.705233000000001 45.97223104087028),,,,,4
tcl_sytral.tclarret.15382,15382,Charretiers,"JD456:A,JD456:R",,,,24183,2025-10-17T05:05:48.406,2025-10-17T05:05:48.406,POINT (4.703541999999999 45.9691100408707),,,,,4
tcl_sytral.tclarret.15002,15002,Collège Maurice Utrillo,"151:A,154:R,JD456:A,JD456:R,JD457:R,JD457:A,JD481:A,JD481:R",true,,,24184,2025-10-17T05:05:48.407,2025-10-17T05:05:48.407,POINT (4.700001 45.980410040869124),,,,,4
tcl_sytral.tclarret.2690,2690,Sathonay Mutualité,"33:A,77:A,9:A,JD61:R",true,false,false,26052,2025-10-17T05:05:48.133,2025-10-17T05:05:48.133,POINT (4.870440768685999 45.81999885701293),27 AVENUE PAUL DELORME,,Sathonay-Camp,69292,1
tcl_sytral.tclarret.3121,3121,Viala - Lacassagne,"C26:R,C8:A",true,false,false,26378,2025-10-17T05:05:48.157,2025-10-17T05:05:48.157,POINT (4.885809966559 45.74610807508923),28 RUE VIALA,,Lyon 3e Arrondissement,69383,1
tcl_sytral.tclarret.3122,3122,Vianney,"89:A,JD32:R,JD843:R",true,false,false,26379,2025-10-17T05:05:48.157,2025-10-17T05:05:48.157,POINT (4.771770876868999 45.793727374516976),36 CHEMIN JEAN MARIE VIANNEY,,Écully,69081,1
tcl_sytral.tclarret.46416,46416,Rue Neuve,"C201:R,JD253:A,JD964:R,JD965:R",false,false,false,28040,2025-10-17T05:05:48.288,2025-10-17T05:05:48.288,POINT (5.024404028067 45.69456703451352),83 ROUTE NATIONALE 6,,Saint-Bonnet-de-Mure,69287,2
tcl_sytral.tclarret.15245,15245,Collège Maurice Utrillo,"151:R,154:A",true,,,24185,2025-10-17T05:05:48.407,2025-10-17T05:05:48.407,POINT (4.701280999999999 45.98064204086909),,,,,4
tcl_sytral.tclarret.46417,46417,Parc du Chanay,"C201:A,JD128:R,JD25:R,JD253:R,JD963:A,JD964:A,JD965:A",false,false,false,28041,2025-10-17T05:05:48.288,2025-10-17T05:05:48.288,POINT (5.01675094082 45.69712200955226),999 ROUTE NATIONALE 6,,Saint-Bonnet-de-Mure,69287,2
tcl_sytral.tclarret.46418,46418,Parc du Chanay,"C201:R,JD128:A,JD25:A,JD253:A,JD963:R,JD964:R",false,false,false,28042,2025-10-17T05:05:48.289,2025-10-17T05:05:48.289,POINT (5.017109974554998 45.696929070657276),127 ROUTE NATIONALE 6,,Saint-Bonnet-de-Mure,69287,2
tcl_sytral.tclarret.46420,46420,Manissieux P. Blanche,C201:R,false,false,false,28044,2025-10-17T05:05:48.289,2025-10-17T05:05:48.289,POINT (4.991031027596 45.7057370069294),9999 ROUTE DE GRENOBLE,,Saint-Priest,69290,1
tcl_sytral.tclarret.46422,46422,Grange Blanche,"C201:A,C201:R,PL1:R",true,false,false,28045,2025-10-17T05:05:48.289,2025-10-17T05:05:48.289,POINT (4.879966018746999 45.74220504555765),999 RUE NUNGESSER ET COLI,,Lyon 8e Arrondissement,69388,1
tcl_sytral.tclarret.46424,46424,Route de Givors,T36:A,false,false,false,28046,2025-10-17T05:05:48.289,2025-10-17T05:05:48.289,POINT (4.985014050421 45.649603065692794),3 ROUTE DE GIVORS,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46435,46435,Centre Social Sauvegarde,"C6:A,PL3:A",true,false,false,28055,2025-10-17T05:05:48.289,2025-10-17T05:05:48.289,POINT (4.791967184928 45.78668998641379),AVENUE ROSA PARKS,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.46436,46436,Centre Social Sauvegarde,C6:R,true,false,false,28056,2025-10-17T05:05:48.29,2025-10-17T05:05:48.29,POINT (4.792080856205001 45.78664249621277),502 AVENUE DE LA SAUVEGARDE,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.46437,46437,Union Nautique,40:R,false,false,false,28057,2025-10-17T05:05:48.29,2025-10-17T05:05:48.29,POINT (4.83683999428 45.79736588299257),56 QUAI CLEMENCEAU,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.46439,46439,Echangeur Sauvegarde,"10:R,10E:R,19:R,C6:R,JD172:A",true,false,false,28059,2025-10-17T05:05:48.29,2025-10-17T05:05:48.29,POINT (4.7875271977419995 45.78666092874878),AVENUE ROSA PARKS,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.46464,46464,Poulieu,"JD253:A,JD27:R,JD963:R",false,false,false,28068,2025-10-17T05:05:48.291,2025-10-17T05:05:48.291,POINT (5.062119963563999 45.678704086749065),4 MONTEE DE CHANTE ALOUETTE,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.46465,46465,Grande Terre,"JD128:R,JD128:A,JD253:R,JD27:A,JD963:R,JD964:R,JD964:A",false,false,false,28069,2025-10-17T05:05:48.291,2025-10-17T05:05:48.291,POINT (5.04732194992 45.678626999833064),118 RUE VICTOR BROIZAT,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.46467,46467,Chante Alouette,"JD253:R,JD27:A,JD964:A,JD964:R",false,false,false,28070,2025-10-17T05:05:48.291,2025-10-17T05:05:48.291,POINT (5.056793009001 45.675142027172384),37 MONTEE DE CHANTE ALOUETTE,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.46468,46468,Chante Alouette,"JD253:A,JD27:R,JD963:R",false,false,false,28071,2025-10-17T05:05:48.291,2025-10-17T05:05:48.291,POINT (5.056848040050001 45.67506804586041),37 MONTEE DE CHANTE ALOUETTE,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.46476,46476,Coquelicot,"JD129:A,JD892:R",false,false,false,28072,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.075751990062 45.76450306432323),11 ROUTE DE JONS,,Pusignan,69285,2
tcl_sytral.tclarret.46478,46478,Rue de la Gare,"JD129:A,JD252:A,JD892:R",false,false,false,28073,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.068829038776 45.75808604729795),2 RUE DE LA GARE,,Pusignan,69285,2
tcl_sytral.tclarret.46479,46479,Rue de la Gare,"JD252:R,JD892:A",false,false,false,28074,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.06890400802 45.75809106437993),2 RUE DE LA GARE,,Pusignan,69285,2
tcl_sytral.tclarret.46480,46480,Montée de Bianne,"32:A,JD127:A,JD252:A,JD942:R,JD942:A",false,false,false,28075,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.087364994342 45.80375104438783),2 MONTEE DE BIANNE,,Jons,69280,2
tcl_sytral.tclarret.46481,46481,Place Bach,"JD254:R,JD254:A,JD4:A,JD4:R,JD936:R,JD936:A",false,false,false,28076,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (4.9985599690699996 45.64236706151046),17 AVENUE MOZART,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46482,46482,Le Groublon,"JD195:R,JD253:A,JD4:R,JD936:A",false,false,false,28077,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (4.976201971858999 45.653152040373456),118 RUE GRANDE RUE,,Toussieu,69298,2
tcl_sytral.tclarret.46483,46483,Le Groublon,"JD195:A,JD253:R,JD4:A,JD936:R",false,false,false,28078,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (4.976193986372001 45.65320506801946),120 RUE GRANDE RUE,,Toussieu,69298,2
tcl_sytral.tclarret.46484,46484,Le Puits,"JD195:R,JD254:A,JD4:R,JD936:A",false,false,false,28079,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (4.983083000675 45.65424502354337),69 RUE GRANDE RUE,,Toussieu,69298,2
tcl_sytral.tclarret.46485,46485,Le Puits,"JD195:A,JD254:R,JD4:A,JD936:R",false,false,false,28080,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (4.983338029493 45.654290039764355),70 RUE GRANDE RUE,,Toussieu,69298,2
tcl_sytral.tclarret.15198,15198,Guillaume Trollieur,155:A,true,,,24317,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.714108 45.98101604086903),,,,,4
tcl_sytral.tclarret.15331,15331,Philippe Héron,"151:R,153:R,155:R,JD457:R,JD458:A",true,,,24319,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.710834000000001 45.98919904086787),,,,,4
tcl_sytral.tclarret.15425,15425,Villefranche Victor Hugo,"151:A,152:A,153:A,155:A,JD458:R",true,,,24320,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.719965 45.987200040868146),,,,,4
tcl_sytral.tclarret.15455,15455,Jean-Baptiste Martini,"151:R,JD457:R",true,,,24321,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.710058 45.98800504086804),,,,,4
tcl_sytral.tclarret.15456,15456,Jean-Baptiste Martini,"151:A,JD457:A",true,,,24322,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.710260000000001 45.98813404086801),,,,,4
tcl_sytral.tclarret.2694,2694,Sathonay République,"9:A,JD61:R,JD81:R",true,false,false,26053,2025-10-17T05:05:48.133,2025-10-17T05:05:48.133,POINT (4.87421000134 45.82621799748721),22 RUE DE LA REPUBLIQUE,,Sathonay-Camp,69292,1
tcl_sytral.tclarret.3123,3123,Vianney,"89:R,JD32:A,JD843:A",true,false,false,26380,2025-10-17T05:05:48.157,2025-10-17T05:05:48.157,POINT (4.772057777811001 45.79352313243701),17BIS CHEMIN JEAN MARIE VIANNEY,,Écully,69081,1
tcl_sytral.tclarret.3124,3124,Victor Hugo,"62:A,87:A,JD195:R,JD3:A",true,false,false,26381,2025-10-17T05:05:48.157,2025-10-17T05:05:48.157,POINT (4.949339067042 45.66279715481356),3 RUE VICTOR HUGO,,Mions,69283,1
tcl_sytral.tclarret.31242,31242,Max Barel,35:A,true,false,false,26382,2025-10-17T05:05:48.157,2025-10-17T05:05:48.157,POINT (4.897242772473 45.69840269192313),2 RUE MAX BAREL,,Vénissieux,69259,1
tcl_sytral.tclarret.3125,3125,Victor Hugo,"62:R,87:R,JD195:A,JD3:R",true,false,false,26383,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.949451006566001 45.66308403476053),1 RUE VICTOR HUGO,,Mions,69283,1
tcl_sytral.tclarret.15228,15228,Villefranche Lamartine,"151:R,JD458:A",true,,,24323,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.726505 45.98443204086854),,,,,4
tcl_sytral.tclarret.15229,15229,Villefranche Lamartine,"151:A,JD458:R",true,,,24324,2025-10-17T05:05:48.416,2025-10-17T05:05:48.416,POINT (4.726873999999999 45.98427004086857),,,,,4
tcl_sytral.tclarret.46487,46487,Crêtes Bel Air,"JD254:A,JD935:A,JD935:R",false,false,false,28081,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.008208957722001 45.63570106184407),27 CHEMIN DES CRETES,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46489,46489,Route de Bianne,"32:R,JD127:R,JD252:R,JD892:R,JD892:A",false,false,false,28082,2025-10-17T05:05:48.292,2025-10-17T05:05:48.292,POINT (5.087272066135999 45.8031390051539),0 ROUTE DU PONT,,Jons,69280,2
tcl_sytral.tclarret.46493,46493,St-Laurent Rte Toussieu,"JD128:R,JD128:A,JD253:R,JD964:A",false,false,false,28083,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (5.034326001440001 45.68324302770862),1 RUE VICTOR BROIZAT,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.46494,46494,St-Laurent Rte Toussieu,"JD253:A,JD963:R,JD964:R",false,false,false,28084,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (5.034274979521001 45.68321607943162),1 RUE VICTOR BROIZAT,,Saint-Laurent-de-Mure,69288,2
tcl_sytral.tclarret.23532,23532,Mornant Pont Rompu,214:R,true,,,20976,2025-10-17T05:05:47.826,2025-10-17T05:05:47.826,POINT (4.690026 45.60419904091181),,,,,2
tcl_sytral.tclarret.11972,11972,Irigny Mairie,"15:A,18:A,JD264:R,JD741:A",true,false,false,25196,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.821994056283 45.67323103272559),1 RUE DU 8 MAI 1945,,Irigny,69100,1
tcl_sytral.tclarret.11974,11974,Lycée Blaise Pascal,"5:R,72:R,98:R",false,false,false,25197,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.751596232685 45.76534173096615),1 ROUTE DE SAIN BEL,,Tassin-la-Demi-Lune,69244,1
tcl_sytral.tclarret.11975,11975,Lycée Blaise Pascal,98:A,true,false,false,25198,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.751081682117 45.76563182507812),2 ROUTE DE SAIN BEL,,Tassin-la-Demi-Lune,69244,1
tcl_sytral.tclarret.11987,11987,Henri Germain,62:A,true,false,false,25199,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.903742965385 45.704195031558534),1 AVENUE HENRI GERMAIN,,Saint-Priest,69290,1
tcl_sytral.tclarret.11988,11988,Henri Germain,62:R,true,false,false,25200,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.903751349539 45.70437486817554),1 AVENUE HENRI GERMAIN,,Saint-Priest,69290,1
tcl_sytral.tclarret.31284,31284,Leriche,90:A,true,false,false,26387,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.791477984629001 45.738461045169046),97 RUE CHATELAIN,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.3129,3129,Vieux Crépieux,"59:A,A32:A,A71:A,C5:A,JD972:R",true,false,false,26388,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.877051048114 45.800016017473276),113 ROUTE DE STRASBOURG,,Caluire-et-Cuire,69034,1
tcl_sytral.tclarret.3130,3130,Vieux Crépieux,"59:R,A32:R,A71:R,C5:R,JD972:A",true,false,false,26389,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.877531003842001 45.800510055930204),27 ROUTE DE STRASBOURG,,Rillieux-la-Pape,69286,1
tcl_sytral.tclarret.31302,31302,Ste Foy Genêts,90:R,false,false,false,26390,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.792980030142 45.73726002437416),71 RUE CHATELAIN,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.31303,31303,Leriche,90:R,false,false,false,26391,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.790985047133 45.738946001321985),101 RUE CHATELAIN,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.3128,3128,Route de Vienne,"35:R,C12:R,PL3:A",true,false,false,26384,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.850443735632 45.74309046614254),38 ROUTE DE VIENNE,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.31282,31282,Les Platanes,JD975:R,false,false,false,26385,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.773324703831 45.73994853157888),32 RUE GRANDE,,Francheville,69089,1
tcl_sytral.tclarret.31283,31283,Ste Foy Genêts,90:A,false,false,false,26386,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.793046874184001 45.737133356621165),69 RUE CHATELAIN,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.3131,3131,Alfred de Vigny,"62:R,JD132:R,JD132:A,JD8:R,JD976:A",true,false,false,26392,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.936752302390999 45.699401981403035),32 RUE JOHANNY BERLIOZ,,Saint-Priest,69290,1
tcl_sytral.tclarret.3132,3132,Alfred de Vigny,"62:A,JD8:A,JD976:R",true,false,false,26393,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.93677669292 45.69937441130702),32 RUE JOHANNY BERLIOZ,,Saint-Priest,69290,1
tcl_sytral.tclarret.3133,3133,Villeneuve,S15:A,true,false,false,26394,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.783004999502 45.785686031523895),9 ROUTE DE CHAMPAGNE,,Écully,69081,1
tcl_sytral.tclarret.3134,3134,Villeurbanne Bel Air,C17:A,true,false,false,26395,2025-10-17T05:05:48.158,2025-10-17T05:05:48.158,POINT (4.912904144937 45.755293496225235),36 AVENUE DE BEL AIR,,Villeurbanne,69266,1
tcl_sytral.tclarret.23554,23554,Montagny Mairie,JD703:A,false,,,20998,2025-10-17T05:05:47.827,2025-10-17T05:05:47.827,POINT (4.747218 45.6204980409104),,,,,2
tcl_sytral.tclarret.46495,46495,Centre Village,"77:A,JD76:A,JD81:R,JD814:A",false,false,false,28085,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.877445047681001 45.83376503617531),16 ROUTE DE SAINT TRIVIER,,Sathonay-Village,69293,1
tcl_sytral.tclarret.46496,46496,Centre Village,"77:R,JD76:R,JD79:R,JD81:A",true,false,false,28086,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.877419994376001 45.83370502238031),16 ROUTE DE SAINT TRIVIER,,Sathonay-Village,69293,1
tcl_sytral.tclarret.46497,46497,Sathonay Village Eglise,"77:A,JD61:R,JD73:A,JD81:R,JD814:A",true,false,false,28087,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.878155043769001 45.83147305275156),2 ROUTE DE SAINT TRIVIER,,Sathonay-Village,69293,1
tcl_sytral.tclarret.46498,46498,Sathonay Village Eglise,"77:R,JD61:A,JD73:R,JD81:A,JD814:R",true,false,false,28088,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.878041006384999 45.831527029191584),3 ROUTE DE SAINT TRIVIER,,Sathonay-Village,69293,1
tcl_sytral.tclarret.46500,46500,La Rama,"S3:R,S3:A",false,false,false,28089,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.749388999457 45.578040008217975),0 CHEMIN DE LA RAMA,,Givors,69091,2
tcl_sytral.tclarret.46502,46502,Crêtes Orange,"JD4:R,JD935:R",false,false,false,28090,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (5.034860036259 45.628892079156664),86 CHEMIN DES ORANGES,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46503,46503,Chapelle St Thomas,"JD254:A,JD935:A",false,false,false,28091,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.99906805808 45.63610502281101),61 CHEMIN DE LA CHAPELLE,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46504,46504,Chapelle St Thomas,"JD254:R,JD935:R",false,false,false,28092,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.999092065296 45.63617700583701),61 CHEMIN DE LA CHAPELLE,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46505,46505,Renonceau,"JD254:A,JD935:R",false,false,false,28093,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.983977060498001 45.629697050254585),85 CHEMIN DE RENONCEAU,,Saint-Pierre-de-Chandieu,69289,2
tcl_sytral.tclarret.46518,46518,Elisée Reclus,"79:R,ZI3:R",true,false,false,28095,2025-10-17T05:05:48.293,2025-10-17T05:05:48.293,POINT (4.937223015441 45.747686059702055),81 RUE ELISEE RECLUS,,Décines-Charpieu,69275,1
tcl_sytral.tclarret.15380,15380,Savigny - Centre commercial,155:R,true,,,24378,2025-10-17T05:05:48.42,2025-10-17T05:05:48.42,POINT (4.711803 45.979399040869254),,,,,4
tcl_sytral.tclarret.15085,15085,Théodore Braun,"152:R,JD459:A",true,,,24379,2025-10-17T05:05:48.42,2025-10-17T05:05:48.42,POINT (4.73865 45.978511040869385),,,,,4
tcl_sytral.tclarret.15086,15086,Théodore Braun,"152:A,JD459:R",true,,,24380,2025-10-17T05:05:48.42,2025-10-17T05:05:48.42,POINT (4.738533000000001 45.978162040869435),,,,,4
tcl_sytral.tclarret.11997,11997,Domer - Garibaldi,C7:A,true,false,false,25201,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.851650130409 45.74767237033605),327 RUE GARIBALDI,,Lyon 7e Arrondissement,69387,1
tcl_sytral.tclarret.15410,15410,Thizy,"151:A,153:R,155:R,JD457:A,JD458:A",true,,,24381,2025-10-17T05:05:48.42,2025-10-17T05:05:48.42,POINT (4.708233 45.98938604086785),,,,,4
tcl_sytral.tclarret.15412,15412,Troussier,154:A,true,,,24382,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.733594 45.99075604086765),,,,,4
tcl_sytral.tclarret.15413,15413,Troussier,154:R,true,,,24383,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.732554999999999 45.99064204086766),,,,,4
tcl_sytral.tclarret.15421,15421,Villefranche Verdun,154:A,true,,,24384,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.728231999999999 45.98910504086788),,,,,4
tcl_sytral.tclarret.15422,15422,Villefranche Verdun,154:R,true,,,24385,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.728226 45.98921004086787),,,,,4
tcl_sytral.tclarret.15454,15454,Sablonnière,152:R,true,,,24386,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.725149 45.98298604086875),,,,,4
tcl_sytral.tclarret.12009,12009,Rue des Balmes,S10:R,false,false,false,25202,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.835728037825999 45.8014140197351),70 RUE PIERRE TERMIER,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.15453,15453,Sablonnière,152:A,true,,,24387,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.725037 45.98300204086875),,,,,4
tcl_sytral.tclarret.12017,12017,Fabrègue,S10:R,false,false,false,25203,2025-10-17T05:05:48.07,2025-10-17T05:05:48.07,POINT (4.8241442342 45.79890785469339),62 RUE GABRIEL CHEVALLIER,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.12018,12018,Schonberg,S10:R,true,false,false,25204,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.827056979894999 45.79949907346533),62 RUE GABRIEL CHEVALLIER,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.12019,12019,La Boisserie,S10:R,false,false,false,25205,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.828717957604999 45.801250078122116),62 CHEMIN DE MONTPELLAS,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.12021,12021,Chauderasses,"C20:R,C20E:R,JD975:A",true,false,false,25206,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.781049031872999 45.744504043955395),155 RUE COMMANDANT CHARCOT,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.12025,12025,Chemin des Fonts,49:A,true,false,false,25207,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.796670941909 45.738685065580015),7 AVENUE DU 11 NOVEMBRE,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.12026,12026,Chemin des Fonts,49:R,true,false,false,25208,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.7969909960270005 45.73922504580794),64 AVENUE MAURICE JARROSSON,,Sainte-Foy-lès-Lyon,69202,1
tcl_sytral.tclarret.12027,12027,La Fucharnière,"22:A,23:A,84:A,JD53:R",false,false,false,25209,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.802097957230999 45.80458807852473),35 AVENUE PASTEUR,,Saint-Didier-au-Mont-d'Or,69194,1
tcl_sytral.tclarret.12028,12028,La Fucharnière,"20:R,22:R,23:R,84:R,JD53:A",false,false,false,25210,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.801973680860999 45.804698189170715),37 AVENUE PASTEUR,,Saint-Didier-au-Mont-d'Or,69194,1
tcl_sytral.tclarret.12036,12036,Dardilly St-Joseph,"3:A,JD151:R,JD176:R,JD33:R,JD841:R",true,false,false,25211,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.755452012665 45.80385408222482),18 ROUTE D ECULLY,,Dardilly,69072,1
tcl_sytral.tclarret.12037,12037,Dardilly St-Joseph,"3:R,JD151:A,JD176:A,JD33:A,JD841:A",true,false,false,25212,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.755376401707 45.80392861792482),18 ROUTE D ECULLY,,Dardilly,69072,1
tcl_sytral.tclarret.46523,46523,Bifurcation du Rosay,"2:R,20:R,71:R",true,false,false,28096,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.809071052877999 45.792147067159156),111 RUE DE SAINT CYR,,Saint-Didier-au-Mont-d'Or,69194,1
tcl_sytral.tclarret.46524,46524,Bifurcation du Rosay,"22:A,JD696:R",true,false,false,28097,2025-10-17T05:05:48.294,2025-10-17T05:05:48.294,POINT (4.80845694496 45.791939061217185),AVENUE PASTEUR,,Saint-Didier-au-Mont-d'Or,69194,1
tcl_sytral.tclarret.3149,3149,Vitton - Belges,"C1:A,C6:A,JD977:R",true,false,false,26412,2025-10-17T05:05:48.159,2025-10-17T05:05:48.159,POINT (4.856482512040001 45.77052609943659),90 BOULEVARD DES BELGES,,Lyon 6e Arrondissement,69386,1
tcl_sytral.tclarret.21928,21928,Place Claude Bernard,217:A,true,,,24388,2025-10-17T05:05:48.421,2025-10-17T05:05:48.421,POINT (4.718124999999999 45.995391040866984),,,,,4
tcl_sytral.tclarret.12038,12038,Edouard Aynard,"19:A,JD151:A,JD172:R,S15:A",true,false,false,25213,2025-10-17T05:05:48.071,2025-10-17T05:05:48.071,POINT (4.778928853429 45.77672199250089),22 AVENUE EDOUARD AYNARD,,Écully,69081,1
tcl_sytral.tclarret.15080,15080,Blacé Place de Verdun,JD453:A,,,,24482,2025-10-17T05:05:48.428,2025-10-17T05:05:48.428,POINT (4.644633 46.032291040861544),,,,,4
tcl_sytral.tclarret.2724,2724,Séverine,C17:R,true,false,false,26070,2025-10-17T05:05:48.134,2025-10-17T05:05:48.134,POINT (4.913412958670001 45.75429102073933),17 AVENUE DE BEL AIR,,Villeurbanne,69266,1
tcl_sytral.tclarret.2725,2725,Séverine,"C17:A,C8:R",true,false,false,26071,2025-10-17T05:05:48.134,2025-10-17T05:05:48.134,POINT (4.912730057481001 45.7538880322064),17 RUE NICOLAS GARNIER,,Villeurbanne,69266,1
tcl_sytral.tclarret.2726,2726,Sidoine Apollinaire,"55:A,90:A",true,false,false,26072,2025-10-17T05:05:48.135,2025-10-17T05:05:48.135,POINT (4.804112176199 45.7611666481786),84 AVENUE BARTHELEMY BUYER,,Lyon 9e Arrondissement,69389,1
tcl_sytral.tclarret.2727,2727,Sidoine Apollinaire,"55:R,90:R",true,false,false,26073,2025-10-17T05:05:48.135,2025-10-17T05:05:48.135,POINT (4.803698300251 45.761400770879575),101 AVENUE BARTHELEMY BUYER,,Lyon 5e Arrondissement,69385,1
