FID,uid,id_ariane,nom,num,numvoie,voie,codepost,commune,code_insee,reglement,surf_tot_m2,gestion,ann_ouvert,clos,openinghoursspecification,precision_horaires,acces,circulation,label,type_equip,eau,toilettes,chien,esp_can,photo,gid,the_geom,openinghours,last_update_fme,horaires
com_donnees_communales.comparcjardin_1_0_0.195,PAR-69389-09125,S8281,Parc de Grand Champ,9125,,Rue Hector Berlioz,69009,Lyon 9e Arrondissement,69389,oui,19625.22,Espaces Verts,,non,,,Piéton,,non,Aire de jeux,non,non,Oui,Non,0,195,"MULTIPOLYGON (((4.820061171211323 45.79972359533868, 4.820084730119122 45.79972402873128, 4.820107900551323 45.79972442638774, 4.820131084295593 45.799724955769584, 4.820154518539783 45.79972543308242, 4.820177948474997 45.799725778516446, 4.820201261194622 45.7997263958233, 4.820224432998527 45.799726835375836, 4.820247604802802 45.79972727492362, 4.820271037679043 45.79972771029271, 4.8202946085323966 45.799728233452235, 4.820318041409407 45.79972866881164, 4.820341474286784 45.79972910416623, 4.8203649101043515 45.79972962947022, 4.820388207945462 45.7997300669743, 4.820411388754842 45.79973050634484, 4.820434560562119 45.79973094585458, 4.820457993441361 45.799731381185204, 4.820504475034829 45.79973234797605, 4.8205514758329935 45.799733216444366, 4.820597567383241 45.79973409943297, 4.820644175015966 45.79973506415139, 4.820689891405855 45.79973604310321, 4.820736496101377 45.7997369178296, 4.820783496907015 45.79973778620215, 4.820829843474434 45.799738755019746, 4.820867442944976 45.799739413706845, 4.820894585624142 45.799743119662494, 4.820964869902661 45.79975589148412, 4.820995372185263 45.79977165811393, 4.821029501568356 45.79978826481489, 4.821117441565464 45.799832661484274, 4.8212035449013735 45.800171733148865, 4.821266366572462 45.80018836315217, 4.821430328242209 45.80021466648597, 4.82219851873803 45.800425653756115, 4.822222648671559 45.80043165836378, 4.822247303152588 45.800436509789456, 4.822272369671385 45.800440185893855, 4.822297733837826 45.800442669901166, 4.82232327990341 45.800443950475774, 4.822348891289526 45.800444021773735, 4.822374451119444 45.80044288346974, 4.822399842751745 45.800440540758395, 4.822424950312584 45.80043700433052, 4.822449659224528 45.800432290324586, 4.822554393037825 45.80040962431165, 4.822578146135884 45.80040391817554, 4.822601352671365 45.80039720129587, 4.822627411375149 45.80038781682823, 4.822645777180327 45.800380840707554, 4.82266682704181 45.80037125891118, 4.822686994752889 45.80036078996143, 4.822706203994893 45.80034947347517, 4.822853403532997 45.800257821340345, 4.822864988226668 45.80025084654725, 4.82289392291686 45.800267766891494, 4.822915938924741 45.80025519002111, 4.823099054735062 45.800137614928445, 4.823101595558876 45.80013628204876, 4.8231045142812095 45.80013497793397, 4.823110207065607 45.80013259440973, 4.823116109070106 45.80013047441196, 4.8231221953938705 45.80012862688497, 4.823128440358407 45.800127059623634, 4.823130081872181 45.800126699939796, 4.823134817615924 45.80012577924019, 4.8231413002604935 45.80012479113673, 4.823147860941544 45.800124099482055, 4.823154471979273 45.80012370719433, 4.8231611054814385 45.80012361592861, 4.823167733461008 45.80012382606993, 4.823231613595391 45.80012478570802, 4.8232954526085114 45.800122917479825, 4.823335641065476 45.800119858638844, 4.823358994869986 45.800118228866275, 4.823421985937861 45.80011073864194, 4.823484173577557 45.80010047679996, 4.823488866710219 45.800104808575796, 4.823581359629636 45.80005922895751, 4.823720168424686 45.79999073195551, 4.823966809606652 45.79986785673838, 4.82380642740625 45.7997316093022, 4.823612541115742 45.79956345134829, 4.823580095511822 45.79953704386789, 4.823566758456806 45.79952764253654, 4.823545300617293 45.79951214264258, 4.823508299043011 45.79948884973076, 4.823469242443403 45.79946726059901, 4.823428290894899 45.79944746373069, 4.8233856122398375 45.799429540263496, 4.823371375432182 45.799424389249694, 4.823345237622589 45.79941496203153, 4.823341381398608 45.79941356365699, 4.823295240299622 45.79939944353351, 4.823244680769731 45.79938572208546, 4.823190911570619 45.799373815415684, 4.823143039264662 45.7993658518925, 4.8230868358964765 45.799358821219386, 4.823032914968766 45.799354745107124, 4.8229787358347656 45.79935313270809, 4.82292451858 45.7993540146176, 4.822870500410413 45.799357379145974, 4.822842302756947 45.79936045414585, 4.822816912061051 45.79936316991658, 4.822785028464468 45.79936744598397, 4.82237699270308 45.79942223075466, 4.821965811589251 45.7994783419761, 4.821596273185386 45.79952651436983, 4.8215573319348755 45.7995407728114, 4.82150899800232 45.79954669363614, 4.8214739678813565 45.79954350554861, 4.82136980400687 45.799554975735525, 4.821339289603001 45.79955859006743, 4.821197093170337 45.7995698887498, 4.821114987936137 45.799572713399414, 4.821041621272391 45.79957359006614, 4.820937912939002 45.79957076007214, 4.820886582943873 45.799569513400996, 4.820816032939983 45.79956736673262, 4.820744776551404 45.79956506301504, 4.820697491479827 45.79956320916094, 4.820650212291954 45.79956153519567, 4.820602815893354 45.7995601330889, 4.820509937865441 45.79955693819387, 4.820462919759306 45.799555259976295, 4.820415766619393 45.799553583898444, 4.820353974035844 45.799552045283576, 4.820321842131692 45.799553645627284, 4.820288229297815 45.79955676065058, 4.820262537937495 45.799561115069864, 4.82020745547182 45.79957527058941, 4.820187392957879 45.79958163788959, 4.820170375937629 45.799587457942714, 4.820153935442511 45.79959403897367, 4.82013814093565 45.79960135317684, 4.820123059150862 45.799609369648884, 4.8201087538107075 45.79961805451932, 4.820095285357267 45.79962737109359, 4.820082710696776 45.79963728000806, 4.820071082959161 45.79964773939638, 4.820060451273563 45.799658705066335, 4.820009183322112 45.799701998527915, 4.820011401426087 45.7997042100678, 4.819988828375503 45.79971528639576, 4.81999125382153 45.799722102990806, 4.820061171211323 45.79972359533868)))",[],2025-07-25T08:55:32.043,
com_donnees_communales.comparcjardin_1_0_0.627,PAR-69250-001,,Parc de l'hippodrome,1,27,Avenue du Casino,69890,La Tour-de-Salvagny,69250,Oui,178196,Commune,1931,Non,,,Piste cyclable ; parking ; transports en commun ,Vélo; cheval; piéton,Architecture contemporaine remarquable,Aire de jeux ; terrain de basket ; terrains de pétanque ; bancs ; parcours course à pied ; vélocross ; stake park,Oui,Oui,Tenu en laisse,Non,,627,"MULTIPOLYGON (((4.719797000000001 45.80336404090911, 4.719674000000002 45.80353604090913, 4.719728 45.80358904090909, 4.719642 45.803746040909076, 4.719598999999999 45.80380904090909, 4.719572 45.803899040909066, 4.719594000000001 45.80399604090905, 4.719615 45.80420604090903, 4.719856000000001 45.804957040908924, 4.719964 45.80530904090888, 4.720055 45.80534204090889, 4.720108999999999 45.8053460409089, 4.720221 45.8053610409089, 4.720269000000001 45.80542504090888, 4.720327999999999 45.80551404090886, 4.720275000000001 45.805593040908875, 4.720168000000003 45.80567104090884, 4.720173000000002 45.80585804090883, 4.7202639999999985 45.80604504090882, 4.7204630000000005 45.80628104090877, 4.7206930000000025 45.806453040908764, 4.721085000000001 45.80655404090872, 4.721272999999999 45.80655404090874, 4.72146 45.80655804090875, 4.721932000000001 45.80646104090876, 4.722088 45.80629604090879, 4.722179000000001 45.80633304090878, 4.722410000000001 45.80590704090882, 4.7228819999999985 45.80490504090894, 4.723767000000001 45.80315804090915, 4.724668000000001 45.80125104090938, 4.725001000000002 45.800634040909465, 4.725274 45.80000604090953, 4.725312000000001 45.79968804090956, 4.7252149999999995 45.79955004090959, 4.7250760000000005 45.79942204090961, 4.724850999999998 45.7992620409096, 4.724422000000001 45.79914904090961, 4.72396 45.79916104090963, 4.723756000000002 45.7992060409096, 4.723579 45.79925804090961, 4.7232899999999995 45.79915704090965, 4.7230430000000005 45.799680040909564, 4.722752999999998 45.8001700409095, 4.722211 45.80094104090942, 4.722091 45.80115604090939, 4.722297000000002 45.80124404090938, 4.722294999999999 45.80126604090937, 4.722348 45.80130704090939, 4.722297000000001 45.80137804090935, 4.722058 45.80173704090933, 4.721991000000001 45.80173204090932, 4.721970000000001 45.80176404090932, 4.721809000000002 45.801711040909325, 4.721747 45.80169804090933, 4.721761 45.80163604090932, 4.7216830000000005 45.80167004090933, 4.721619000000002 45.80171904090932, 4.720559000000001 45.802583040909205, 4.720656 45.802755040909204, 4.720505 45.802900040909186, 4.720441000000001 45.802900040909186, 4.720023000000002 45.803203040909146, 4.719797000000001 45.80336404090911)))",,2025-04-02T08:39:28.222,Mo-Su 08:30-22:30
com_donnees_communales.comparcjardin_1_0_0.628,PAR-69250-002,,Jardin de l'an mil ,2,2,Rue du vingtain,69890,La Tour-de-Salvagny,69250,Oui,500,Association,,Oui,,,"Piéton, parking, vélo",Piéton,Non,Composteur partagé,Non,Non,Non,Non,,628,"MULTIPOLYGON (((4.714576000000002 45.81269304090801, 4.714618000000001 45.81263904090803, 4.714653000000001 45.81265504090803, 4.714693999999998 45.81266104090803, 4.714778999999999 45.81266504090802, 4.7147999999999985 45.81264604090802, 4.714831 45.81266104090803, 4.714849000000001 45.81261604090802, 4.714872999999999 45.81255504090802, 4.714709000000002 45.812540040908054, 4.714606 45.81252204090803, 4.714602 45.81247704090806, 4.714484000000001 45.81245904090804, 4.714454 45.81247304090806, 4.714432999999998 45.812491040908036, 4.714422 45.81255904090803, 4.714483999999998 45.81260704090803, 4.714523 45.81264404090801, 4.714539 45.81265704090802, 4.714576000000002 45.81269304090801)))",,2025-04-02T08:39:28.309,24/24 7/7
com_donnees_communales.comparcjardin_1_0_0.629,PAR-69250-003,,Parc place de la mairie,3,,Place de la Mairie,69890,La Tour-de-Salvagny,69250,Oui,2532,Commune,,Non,,,"Piéton, vélo, parking, transports en commun","Piéton, vélo",Non,"Aire de jeux, table de ping-pong, terrain de pétanque",Non,Oui,Tenu en laisse,Non,,629,"MULTIPOLYGON (((4.715240000000001 45.81430204090784, 4.715505999999998 45.814376040907824, 4.715840999999999 45.814124040907856, 4.715746 45.81402904090786, 4.715634999999999 45.813936040907876, 4.715382000000001 45.81374504090792, 4.715248 45.81386704090789, 4.715044 45.81404504090784, 4.714923999999999 45.81414104090782, 4.715083000000001 45.814187040907846, 4.715136 45.81421204090784, 4.71524 45.81424404090782, 4.715240000000001 45.81430204090784)))",,2025-04-02T08:39:28.31,24/24 7/7
com_donnees_communales.comparcjardin_1_0_0.19,PAR-69256-001,S8087,Parc Elsa Triolet,1,137,Avenue du 8 mai 1945,69120,Vaulx-en-Velin,69256,Oui,30555,Ville,,Oui,"[{""opens"": ""09:00"", ""closes"": ""20:00"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Piéton,Non,"Aire de jeux, Bancs, Pique-nique",Oui,Oui,Non autorisés,Non,nr,19,"MULTIPOLYGON (((4.920499187931365 45.78703997434711, 4.920494171192443 45.78705865022435, 4.9198220036549465 45.78696479267442, 4.919504162471822 45.78694529042093, 4.918761934473311 45.78702319987826, 4.918332233759173 45.7870702009947, 4.917888026847944 45.78715362649156, 4.917811710266387 45.78722344677646, 4.917784269784636 45.787424146308034, 4.917810567343107 45.787450355199994, 4.917786795473243 45.78747771010755, 4.9177893568998075 45.78753231195024, 4.917809126008852 45.78754526705109, 4.917841520005777 45.787544521440275, 4.917848470630795 45.787567047523275, 4.917861723857782 45.78756674141445, 4.9178572863175605 45.78759778474321, 4.917859184042274 45.787637962933836, 4.917878746783213 45.78764679031905, 4.917879629596535 45.787665334259245, 4.917867185096218 45.787683154112926, 4.9178224203731284 45.78770274438018, 4.917824498531634 45.78774704351144, 4.917852261587586 45.787773215103314, 4.917816541285429 45.78782869415803, 4.917805366143896 45.787873299392636, 4.917845339285085 45.7879084726674, 4.917834647281693 45.78796337521626, 4.917875664025327 45.7879892478907, 4.917864923815469 45.78804312340931, 4.917828768379929 45.78808933038823, 4.917830459742731 45.788125382672966, 4.917850676906295 45.78814760962718, 4.917894846362022 45.78814659359979, 4.917894218058342 45.78813320079834, 4.917913117368264 45.788127609925496, 4.91793314124327 45.7881457161415, 4.917959200056839 45.78813583024264, 4.917997288745027 45.78813083225595, 4.918001690945835 45.78809876347338, 4.918028390918179 45.78810227014289, 4.9180433361440254 45.78813802708886, 4.9180751221319134 45.788155857678056, 4.91806542532666 45.78820042542711, 4.918098048589196 45.78820483311293, 4.9181470680311365 45.78818101826279, 4.918144928454347 45.78813569052468, 4.918227420907367 45.788102854791205, 4.9182657028957015 45.78810197743775, 4.918273890502473 45.788119321824176, 4.918364783942853 45.78813991836799, 4.918365206147784 45.788149190660725, 4.918417563315611 45.788165520608736, 4.91841801124478 45.78817479246788, 4.918456728171734 45.78818318172889, 4.9184718668087575 45.78822305214475, 4.918440100861558 45.78823719073316, 4.918453982621973 45.78825027555467, 4.918442227824701 45.78828251868192, 4.9184491432865345 45.788304013879326, 4.918514367295186 45.7883117961587, 4.918553519613002 45.78832946285908, 4.918618308559808 45.78832797300375, 4.91865553989133 45.788304428631385, 4.918667523510918 45.78827733885046, 4.918679298643867 45.78827706836452, 4.918684344114706 45.7882274541335, 4.918710013974677 45.78824027001841, 4.9187110647389884 45.78826293510654, 4.9187262164373236 45.788302805271485, 4.918708319553501 45.788330030736866, 4.91867674692135 45.788348288314246, 4.918667760424513 45.78843924299283, 4.918643975943721 45.78846660548924, 4.918638314910218 45.78850283030173, 4.9186082076264634 45.78852105415782, 4.918609899630594 45.78855711002731, 4.918597081152646 45.78856668469986, 4.918643777676976 45.78861923755377, 4.918774868007342 45.78864819802877, 4.918889727552809 45.78864555436674, 4.91890254606058 45.788635981460324, 4.918967129034268 45.788630369102634, 4.919003538503842 45.78858931289986, 4.919093356400311 45.788587246008944, 4.919171577871988 45.78862051572093, 4.919274262435536 45.788609900982095, 4.919324940752372 45.78859017623488, 4.919453040879347 45.78858722953871, 4.919466729589504 45.78859619531448, 4.919531712264124 45.78859882566013, 4.9196270058912015 45.78862051346507, 4.9196158505849175 45.78829975455822, 4.920218602797023 45.78836008266426, 4.92026458062625 45.78814092489216, 4.920499187931365 45.78703997434711)), ((4.9178736373934315 45.78851112131771, 4.917901388243182 45.78853730030814, 4.917922861967194 45.788586305653894, 4.9180509621593975 45.78858336053531, 4.9180638418177205 45.78857481274006, 4.918089257338358 45.78858248302457, 4.918127165653926 45.78857335865783, 4.918154046591772 45.78858099343349, 4.918551639275745 45.78857185542276, 4.9185509979516855 45.78855846284231, 4.918525775993814 45.788554920579315, 4.9185192598152 45.78854165941903, 4.918612851177264 45.78849413490652, 4.9186307225069985 45.788466911689106, 4.918628849913111 45.788426733081586, 4.918621015793323 45.78838566311548, 4.918501984067892 45.78833064649418, 4.9184697701277695 45.78833551323209, 4.918449188757234 45.78843086289508, 4.918432368067376 45.78848075297329, 4.918394279179023 45.78848575110534, 4.918369464017183 45.78852241572053, 4.918176126903705 45.788517578978585, 4.918100819067033 45.78854611921177, 4.918049090041578 45.78854318371779, 4.918048655214363 45.78853391703806, 4.918021761455953 45.78852628245414, 4.918008281732495 45.78849049541114, 4.917943250971522 45.78848683536437, 4.917917194529757 45.78846577786011, 4.917890445796951 45.7884612333379, 4.9178736373934315 45.78851112131771)))","[""Sep-Mar 06:00-19:30;Apr-Aug 06:00-21:00""]",2025-04-16T16:11:14.454,Sep-Mar 06:00-19:30;Apr-Aug 06:00-21:00
com_donnees_communales.comparcjardin_1_0_0.25,PAR-69256-007,S8090,Square Georges Seguin,7,,Rue Georges Seguin,69120,Vaulx-en-Velin,69256,Non,2883,Ville,2013,Oui,"[{""opens"": ""09:00"", ""closes"": ""20:00"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Piéton,Non,"Aire de jeux, Bancs",Non,Non,Non autorisés,Non,nr,25,"MULTIPOLYGON (((4.920148332442734 45.7818010158344, 4.921342517857309 45.781865266474334, 4.921360490412111 45.78155347145874, 4.920504240758725 45.78154380754156, 4.9200548562026265 45.78167196812935, 4.920148332442734 45.7818010158344)))",[],2025-04-16T16:11:14.842,
com_donnees_communales.comparcjardin_1_0_0.27,PAR-69256-009,S8081,Parc François Mitterrand,9,,Avenue Eugène Henaff,69120,Vaulx-en-Velin,69256,Non,16801,Ville,2009,Non,"[{""opens"": ""00:00"", ""closes"": ""23:59"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Motorisée,Non,"Aire de jeux, Pique-nique, Terrain de sport",Non,Non,Non autorisés,Non,nr,27,"MULTIPOLYGON (((4.927839250029229 45.77479045820862, 4.927476270342046 45.774687454922066, 4.926547293190236 45.77577436488682, 4.9271049533953954 45.776029242109615, 4.927839250029229 45.77479045820862)), ((4.927457042084204 45.7762994844987, 4.926522685422197 45.7758588564275, 4.925915378771467 45.77653861228506, 4.926964185081539 45.77701943709176, 4.927457042084204 45.7762994844987)), ((4.926930039413527 45.777073869744626, 4.92649944808422 45.77686946259722, 4.926131528498463 45.77745704404073, 4.9266088019547 45.777600257829256, 4.926643281797006 45.777541739776794, 4.926930039413527 45.777073869744626)))",[],2025-04-16T16:11:14.843,24/7 open
com_donnees_communales.comparcjardin_1_0_0.633,PAR-69386-56124,,Berges Marlène Diétrich,56124,,Berges Marlène Diétrich,69006,Lyon 6e Arrondissement,69386,,,Espaces Verts,,,,,,,,,,,,,,633,"MULTIPOLYGON (((4.842535358434801 45.77515885355002, 4.842365572444746 45.77518249823012, 4.841976251282351 45.77462407682192, 4.841966153169452 45.77461028995132, 4.841125233023238 45.7734029302711, 4.841114176087499 45.77338735880193, 4.840894692552273 45.77306222212201, 4.840886004721009 45.77304832234602, 4.8407982753036505 45.77290780828539, 4.84070934721358 45.77272690263518, 4.840704094018786 45.772712047269145, 4.840702497108644 45.772706492973285, 4.840700639255361 45.772700942898325, 4.840698790400501 45.77269539267768, 4.840697055549416 45.77268975061101, 4.840695206695271 45.77268420039032, 4.840693474816126 45.77267864827758, 4.840691616964673 45.77267309820236, 4.840689897055455 45.77266763589793, 4.840688174175394 45.772662083639496, 4.840686442297624 45.772656531526664, 4.840684842419638 45.77265088727654, 4.840683245513155 45.77264533298039, 4.840681648607029 45.772639778684194, 4.840680300675132 45.772634130358774, 4.840678224747321 45.772625793747544, 4.840676412734379 45.77261754286955, 4.840674723723307 45.77260919999979, 4.8406731606852285 45.77260085509248, 4.840671723620095 45.77259250814744, 4.840670421525867 45.772584159019175, 4.840669116460847 45.77257571993696, 4.840667805369366 45.77256737095427, 4.840666626277542 45.77255892983437, 4.840665324184842 45.77255058070608, 4.84066427106609 45.77254213754854, 4.840662968974153 45.772533788420255, 4.84066166391145 45.77252534933786, 4.8406602268499785 45.77251700239265, 4.840658858209817 45.77251045438149, 4.840635121009338 45.77251218836048, 4.840584141768747 45.772253897056814, 4.840794147363232 45.772240357501765, 4.840789336613134 45.77250474372771, 4.84081645452055 45.772656048506526, 4.840847471453359 45.77275013890803, 4.840912287661118 45.77289417367622, 4.840981805400275 45.773005011598066, 4.841191073676869 45.77328963246951, 4.841331378961765 45.7734957170572, 4.841458261516495 45.77367672811192, 4.841502983170329 45.7736640341553, 4.841646923284922 45.77387869975769, 4.841771219366732 45.77405930233423, 4.841899515086485 45.77424812023781, 4.8420423763066776 45.77444939253138, 4.842184423802334 45.774657337982894, 4.842406394635975 45.77497559191848, 4.842535358434801 45.77515885355002)))",,2025-07-25T08:55:32.153,
com_donnees_communales.comparcjardin_1_0_0.38,PAR-69256-021,S8107,Plateau Rousseau,21,4,Rue Maurice Audin,69120,Vaulx-en-Velin,69256,Non,12033,Ville,,Oui,"[{""opens"": ""09:00"", ""closes"": ""20:00"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Motorisé,Piéton,Non,"Aire de jeux, Terrain de sport, Bancs, fontaine à boire, équipement de sport",Oui,Non,Non autorisés,Non,nr,38,"MULTIPOLYGON (((4.922113146029787 45.78069456556645, 4.92263119961028 45.78066232408372, 4.922698267227333 45.78064139016356, 4.922757965302919 45.780623100823, 4.9227756394058995 45.78061713196777, 4.922813693541156 45.780605328541, 4.922831465149106 45.78059845798798, 4.922857170137822 45.78059037334637, 4.922879074237447 45.78058397299133, 4.922899190928728 45.78057796284792, 4.922919659143613 45.78057095671583, 4.92293866664326 45.78056262519772, 4.922956473648488 45.78055305390179, 4.922972957809062 45.780542424904084, 4.9229881222292615 45.78053082815698, 4.923001455779708 45.7805183623014, 4.923013215577891 45.780505022993594, 4.923023279275001 45.78049099230968, 4.923029480006706 45.780476846888085, 4.923033993954153 45.780462279946555, 4.9230365733155494 45.780447565684796, 4.923037095743195 45.780432886178716, 4.923035937599844 45.780417965056365, 4.92303273183939 45.780403348544695, 4.923027729370712 45.780388852395745, 4.923020945717686 45.78037492636771, 4.922732851988552 45.77996244455718, 4.922199974789549 45.77919939030373, 4.922194647713093 45.77919038985765, 4.922186899806989 45.779182060327685, 4.9221777626183645 45.77917447429494, 4.922167233044356 45.77916754180742, 4.922155834615737 45.779161524034976, 4.922143448085915 45.77915669300383, 4.922130321256084 45.77915277451599, 4.922116588887052 45.779149946303534, 4.922101549245313 45.779146510138915, 4.922086662984172 45.77914379141512, 4.922071302840866 45.77914225074669, 4.922055854480463 45.779141881619964, 4.922040446457335 45.77914268186389, 4.922025207325855 45.77914464930732, 4.922010265640429 45.779147781779365, 4.921996135621612 45.7791520705958, 4.921509254218051 45.77931572918494, 4.921553627451945 45.77937528275978, 4.921667314240596 45.77952754028722, 4.921541750445828 45.77978806223215, 4.921602197284015 45.77988847629379, 4.92166792482514 45.779903297236615, 4.921646191606148 45.77994821624418, 4.922113146029787 45.78069456556645)))",[],2025-04-16T16:11:14.847,24/7 open
com_donnees_communales.comparcjardin_1_0_0.455,PAR-69256-049,,Îlot des Dentellières,49,4,Rue Maurice Moissonier,69120,Vaulx-en-Velin,69256,Non,1443,Ville,2022,Non,,,Motorisé,Piéton,Non,Espace sensoriel,Non,Non,Non autorisés,Non,,455,"MULTIPOLYGON (((4.922879683525653 45.75989981419309, 4.9229123200281775 45.759869291124836, 4.922865838070776 45.75944255605789, 4.92282990184985 45.75944451350204, 4.92283275109903 45.75947119664, 4.922518675047845 45.7594877550856, 4.922515257369535 45.75945577129144, 4.922481885121416 45.759457505288914, 4.922486227656077 45.75949766385087, 4.922531715404933 45.759918025514416, 4.922879683525653 45.75989981419309)))",[],2025-04-16T16:11:14.852,24/7 open
com_donnees_communales.comparcjardin_1_0_0.456,PAR-69256-050,,Square Terron-sur-Aisne,50,,Avenue du 8 mai 1945,69120,Vaulx-en-Velin,69256,Non,773,Ville,,Oui,,,Motorisé,Piéton,Non,"Bancs, Jeux de boules",Non,Non,Non autorisés,Non,,456,"MULTIPOLYGON (((4.919841487743841 45.786608462164054, 4.919854382583617 45.78671759954717, 4.919960890239996 45.78678069593508, 4.920610571140246 45.78671753300811, 4.920597256386695 45.78665223473688, 4.919841487743841 45.786608462164054)))",[],2025-04-16T16:11:14.859,24/7 open
